[-38592.65635189],[-75241.11914435],[-65571.81211369]
[ 84069.89277914],[-32138.70603732],[-53287.06690774]
[-94301.75571842],[-29130.43792349],[-27137.22008838]
[-11652.59108999],[-24986.32718491],[-65301.98435706]
[-24148.12651769],[ 98887.98568482],[-49404.9967855]
[-2003.75751247],[-7369.55421748],[ 36460.46775173]
[-56210.8956775],[-43994.66945037],[ 96838.20847376]
[ 14262.70738215],[-37904.72731005],[-25083.92499557]
[ 71895.25381389],[-67037.9640644],[ 26249.35574765]
[-72889.08107542],[ 66183.36724233],[-49533.41906795]
[ 2853.47002915],[ 82660.65949514],[ 5615.29081674]
[-84025.82660924],[ 45477.67669229],[-91038.54428415]
[-70320.59971642],[-19829.7910224],[ 32478.57540478]
[ 75385.71368214],[ 46780.3019268],[-9402.74915911]
[-83475.18031615],[-76538.05462912],[-85344.9226325]
[ 53566.57787275],[-46481.02626871],[ 45251.01407726]
[-52301.98780246],[ 27597.01008138],[-29989.94425023]
[ 82674.03131949],[-44895.31192178],[-22391.4719528]
[ 6432.55504866],[-35916.98658194],[ 2189.66292639]
[-96396.44601682],[-61417.99547202],[ 31545.88236798]
[-42775.00583617],[-46736.95424532],[ 68599.25937717]
[ 76768.37179142],[-21894.98383266],[-55576.44430975]
[-69231.28834507],[ 36568.86839835],[ 44560.75142101]
[ 40340.85934737],[-28613.72346507],[-77187.76714838]
[-32903.96881813],[-4374.07388895],[ 97141.53753892]
[-82431.05011148],[-23512.95487436],[ 48384.09448882]
[-95158.16596],[ 39449.68413852],[-62198.4371909]
[ 75274.5917959],[ 54289.14921272],[ 34613.61010949]
[ 82480.95018362],[ 10154.5665704],[-17745.9942681]
[-8974.16068612],[-48014.24369593],[ 77403.55442277]
[-70211.26821481],[ 53969.41696842],[ 59581.57041658]
[ 87942.84035821],[ 777.97427476],[ 54159.06534291]
[-59267.2331821],[-19438.26554569],[-95002.54756388]
[ 20655.01302746],[ 65635.13895152],[-33132.82433863]
[-61904.84935295],[ 10015.34975106],[ 75573.59351161]
[ 92130.6351685],[ 48755.69719849],[ 21162.35515455]
[-56600.11811791],[ 55855.73452468],[ 77188.18594709]
[ 83919.48115003],[-90526.31284556],[ 72623.20314067]
[-17340.90011123],[-1746.09579164],[ 94396.22573109]
[ 71767.46694421],[ 64424.06463281],[ 54138.17418975]
[-7749.29331378],[ 9308.93483669],[-42150.90673278]
[-67086.84856243],[ 89255.92686704],[-21818.69464674]
[-52002.2269588],[ 58736.42935263],[-83297.33460706]
[ 47393.00790508],[ 77513.52726197],[-27752.78945232]
[ 64820.34805362],[-79045.82681521],[-99058.32793081]
[-44401.16496907],[ 63482.7618546],[-45399.7414749]
[ 41886.03176475],[ 64340.44464871],[-30308.42663285]
[ 93141.88484726],[ 70321.53172617],[-1000.76102035]
[-82638.5710676],[-41320.70236231],[ 54345.1610275]
[ 14421.55009956],[-93584.44654156],[-52575.55382825]
[-45489.45184579],[-20190.98134868],[ 91399.80257444]
[-50937.20833235],[-68208.05588276],[ 30099.67499216]
[ 72435.90540434],[-11164.55857254],[ 42633.06113067]
[ 8484.84543192],[ 29151.07247646],[-17506.04741526]
[-71685.99397348],[-59581.08082686],[ 93229.9291279]
[ 8332.74723181],[ 81572.65864345],[ 73475.74496137]
[-15222.90653278],[-96503.53029221],[ 92039.74509588]
[ 18146.34187787],[ 17510.96135667],[-95627.56321145]
[-87806.26304171],[-87457.33088373],[ 86289.74818971]
[ 96486.92982959],[ 42720.97801883],[-13038.4982643]
[ 94090.79170666],[ 34558.54589622],[-81295.00150421]
[ 90306.206838],[ 13098.71584062],[-30918.10463185]
[-19080.36106128],[-67227.33114813],[-61442.46766875]
[ 30052.41700923],[ 46591.97176901],[ 38709.13725545]
[ 9533.67579971],[ 65438.51829423],[-6463.65230262]
[-40222.72418578],[ 38634.86212943],[ 19637.72496873]
[-37226.92354294],[ 64723.23026743],[-29035.38265573]
[-67996.39211469],[-50833.05867873],[ 33388.4159729]
[ 25845.83836155],[ 56910.06138597],[ 1894.88404482]
[ 61212.23644108],[-52745.55044153],[-58235.74829725]
[-32353.49020808],[ 36836.94459788],[-92921.01628254]
[-84644.64194389],[-42004.91607231],[-20910.11607345]
[-68922.63493548],[-76632.23428399],[-86308.83033845]
[-75688.64230531],[-86796.88493128],[ 69883.74282592]
[-54278.24930016],[-80376.28465839],[-35922.60895233]
[ 66939.70229463],[ 54235.76480322],[-37135.53679727]
[ 46858.52288304],[ 77324.18672187],[ 28478.02962031]
[-36022.79859352],[ 68519.7468719],[-60866.12240636]
[ 86891.11335835],[ 98169.00776908],[-90580.78011209]
[ 37787.06507734],[-83072.1865347],[-30288.17282319]
[-80656.0214225],[-63737.25934463],[ 78972.22987022]
[ 75108.09545875],[ 72600.41976745],[-49062.72930155]
[ 63754.48527665],[ 20335.89253172],[-22442.66347503]
[ 42997.96297702],[ 87734.60105255],[-65038.37874706]
[-89046.23700111],[ 79713.65713851],[ 84777.54029291]
[-51853.05735327],[-85170.43870774],[-52695.19029593]
[-81729.7164502],[ 79839.11189814],[ 78071.02310267]
[-50931.63717216],[ 92888.31010146],[ 45374.15952468]
[-53789.36889262],[ 42507.65820889],[ 94644.06778925]
[-22359.7198134],[-28535.73527266],[ 81096.02749208]
[-82344.37627232],[-74508.39423261],[-68192.87546083]
[ 26655.04840877],[-79304.94746122],[-18731.4426343]
[-43414.39405041],[ 40204.44692318],[-99899.0337224]
[ 47970.12987783],[ 1933.05830083],[ 88995.84336594]
[ 55482.79095659],[ 52645.40876241],[ 22673.97946991]
[ 66627.53464494],[-84646.57431629],[ 54768.89600421]
[ 53938.53474785],[-55369.12548598],[-4890.12291549]
[-80487.36603753],[-70146.44990246],[ 27263.40887521]
[-27941.50103453],[ 63323.32400021],[-21320.74027927]
[ 84318.29114962],[-16004.91344776],[-17494.31086683]
[-50160.89077368],[-49187.90639289],[ 23336.71651993]
[ 79192.36229411],[ 71686.52119981],[ 42306.62586169]
[-87614.00791451],[ 13220.62769678],[-27318.8449087]
[-55826.92179737],[ 73107.99968799],[ 53463.1584168]
[-93431.05509136],[-9779.75434216],[-99204.85072582]
[ 59926.59895844],[-51404.61113281],[-48798.62114454]
[ 8544.59040157],[ 87895.51657547],[-23112.68843889]
[-78711.56039696],[ 85896.35640996],[-86841.14878301]
[ 11704.38666539],[-90914.14595759],[-20607.27017077]
[-4971.07378694],[-93889.77076772],[ 16984.17783865]
[ 61818.70877467],[ 37748.71272779],[ 96519.83234631]
[ 57613.85556406],[-98917.58142762],[-56313.77459473]
[-14446.99474841],[-86822.98142188],[ 51213.98000639]
[ 39069.31089712],[ 63761.77406012],[ 17351.74068043]
[ 95408.80199812],[ 60828.27477145],[ 97419.77119714]
[-25406.28398958],[ 94411.96907694],[-9627.91783597]
[ 5751.98436816],[-44347.46431919],[-33549.45341624]
[-72984.78044479],[ 44800.79952764],[ 18778.68417659]
[ 90310.61363408],[-19271.89633921],[ 40736.3295131]
[-80678.46294266],[ 79160.67089887],[-76651.8236426]
[ 81470.70106158],[-77520.10065165],[-84175.13429249]
[-23962.42376283],[-55906.48527565],[ 5742.23270921]
[ 18304.66836341],[ 82329.15123257],[-96654.27103758]
[ 67668.83602909],[ 10356.30395254],[ 63053.94822546]
[ 64220.82384799],[-30873.20240301],[-73929.61776216]
[ 81141.05168029],[-84009.1905511],[ 96836.67452031]
[-8286.50219434],[ 79102.29292982],[-79017.68206666]
[ 32088.13622495],[-5770.06850052],[ 36357.76902212]
[-26009.18070707],[ 59784.01636809],[ 90257.7744699]
[-34421.01194243],[ 95182.64688228],[-14559.87070628]
[ 13848.09432519],[-96422.1248791],[-47494.98234487]
[-79971.39670314],[-86761.9195278],[-10183.73889781]
[ 86024.96812223],[ 74321.50952048],[ 46855.74334548]
[ 19163.11934523],[ 66495.33681928],[-44154.91946343]
[ 63220.8149492],[ 64541.97060169],[-51597.42526623]
[ 85156.51850385],[ 91527.17078365],[ 88341.04606552]
[ 60242.83118417],[-11538.17825098],[ 17718.71734875]
[-57802.95326089],[ 82752.56187035],[-48694.51183594]
[-52152.1631692],[-36958.98234219],[-43174.26181901]
[ 50150.86940223],[ 26778.08554219],[-34695.66705719]
[ 9981.44912041],[ 35049.13626482],[ 27631.40680739]
[-49823.85955598],[ 91213.5261304],[-3046.04099926]
[-44278.05319431],[ 28076.41649678],[-69600.907082]
[-66900.1965559],[ 28832.40850625],[ 80868.85601377]
[-87473.67160637],[ 63736.9512627],[ 92218.89869571]
[-56732.75848814],[ 65504.56458866],[ 45787.20001416]
[ 58723.43511129],[ 28397.64101764],[ 44077.58963945]
[ 87139.00829877],[-26123.79066822],[ 3960.29896319]
[ 86618.60615524],[-41894.67813987],[ 47714.93292832]
[-57032.98772679],[-4049.33972957],[ 17059.05279046]
[-47709.40722089],[ 81850.01240179],[-30649.07625351]
[ 55990.78458032],[ 18733.701965],[ 95268.74355422]
[ 33774.31375494],[-66125.02721074],[ 6971.58564038]
[-97682.46443193],[-1609.06262662],[ 37641.29970341]
[-28631.30213923],[-88637.27028326],[-80405.07242106]
[-91081.96775994],[-23165.234327],[ 62082.34065889]
[ 86531.18591214],[ 99919.49554915],[-26757.18465444]
[ 14807.41068632],[ 75361.20040256],[ 11226.25981722]
[-99838.53468897],[ 4869.16616822],[ 90283.45420067]
[-75517.74434958],[-46274.44058526],[-18752.05037124]
[ 65045.05075496],[-49441.83407082],[ 40990.08566749]
[-65098.15828714],[-73320.5429174],[ 86013.17917509]
[-7574.8134896],[ 62673.15182608],[ 48021.06027622]
[ 55312.62283071],[ 27712.80697005],[-28715.99035233]
[ 55098.25867222],[ 52223.19003265],[ 95673.1768626]
[-42705.99163931],[ 44958.51264489],[-7107.29655112]
[-51056.68547993],[ 21916.86879059],[ 6560.13766273]
[ 83027.01523856],[-46383.93882571],[ 68318.24091277]
[ 90402.50503308],[ 79824.39894422],[-81066.92915394]
[-46331.79437907],[-3549.66667438],[ 38551.67157065]
[ 63703.86557734],[-71065.95535404],[ 41941.40320894]
[-7928.13516896],[-63917.83783507],[ 32958.77240313]
[-35453.03440799],[ 40463.76526759],[ 83440.31898259]
[ 56723.64277545],[-91272.5410073],[-80653.11922321]
[ 37672.78461813],[-48584.36184399],[ 27182.59716508]
[-59163.36451279],[ 36558.97398133],[-96958.32159498]
[ 77059.15510174],[ 83188.55298546],[ 38882.11174816]
[ 63493.2190632],[ 35681.96120838],[-95609.78648626]
[ 19873.96648256],[-37019.9077214],[-53138.72955888]
[ 91647.40803329],[-18151.7206882],[-7333.55457508]
[-14784.8573222],[ 10781.69096636],[ 96769.46959549]
[-92944.91404726],[ 44123.7974596],[-22562.02911784]
[-27404.90314248],[-45301.51024109],[-99734.02887842]
[ 56446.65244106],[ 91200.26366432],[-98774.50920342]
[-36764.11235502],[ 79989.92261342],[ 79126.18835362]
[-85256.4748865],[-96796.38108834],[ 54153.9770779]
[-93536.02322784],[ 42395.72571925],[-48882.88648762]
[-73963.64340421],[ 82978.92741162],[ 50776.79423886]
[-29997.08898117],[-76967.08151083],[-40829.80073826]
[ 9257.29372498],[ 38453.76411026],[ 34488.26313871]
[ 2369.16139701],[ 49837.09695954],[-13813.69067833]
[-23966.72664264],[-35240.94305064],[-65591.98924186]
[-67202.06524965],[ 15948.92380248],[ 34220.03129324]
[ 13727.80953522],[-36429.18093777],[ 58350.07593719]
[ 77322.92569352],[ 62388.34729012],[ 98894.3230003]
[ 44091.18917565],[ 8211.95113385],[ 57801.61965261]
[-34194.28749158],[ 8778.54361925],[-3750.47949461]
[ 97231.819938],[ 84203.7499324],[ 61228.48950372]
[ 46306.67075845],[ 49268.72699122],[ 18115.89324155]
[ 2186.55756126],[-91611.27206144],[-82359.53889747]
[-65862.40260351],[ 27256.57893193],[-45023.74538216]
[ 37336.24415644],[ 31191.49989494],[ 64977.95231624]
[-58830.90152017],[ 19289.41255992],[ 23402.10099302]
[-75758.79852904],[-36331.98765832],[-28738.29234751]
[-41484.05695647],[ 27994.85961668],[ 99663.10882396]
[-55386.08272701],[ 87541.49006947],[-64041.7860285]
[-89914.73906473],[ 34028.26298025],[ 88568.75483451]
[-20621.05275683],[-65819.22860813],[ 19245.42185901]
[ 66161.75133916],[ 3566.33762375],[-68606.93267557]
[ 94025.96395229],[ 3099.73802083],[-22040.35805538]
[ 69273.38096117],[-92506.56192342],[ 92197.30015898]
[-79800.55802734],[-36534.37568509],[-75115.98844702]
[ 77738.38792507],[-84463.43491841],[-56473.5983072]
[ 78913.37382612],[-53672.76026554],[-41204.37205192]
[ 4520.29491536],[-67456.13506337],[ 21264.05950102]
[ 6883.91852121],[-40335.87770735],[-36687.09264793]
[ 26161.57189995],[ 13569.58558089],[-36922.01969954]
[-52502.20514275],[-22149.71395744],[-63368.85223388]
[-80119.15162157],[ 59921.55782601],[-79888.81403488]
[-45496.94332065],[ 45062.60245889],[ 41166.42807169]
[ 1553.18543139],[ 95447.36742411],[-28530.74984594]
[-47892.31649646],[-61059.64162087],[-32379.56709116]
[ 69295.41289392],[-90556.24195628],[-47530.13808403]
[ 31445.91640392],[-80243.93910333],[ 95746.34113415]
[-80929.72991398],[-37287.8944297],[ 75791.30619764]
[ 26812.65691724],[ 3639.15089663],[-52201.97260822]
[-2586.90369962],[-52408.57463838],[ 91040.69494995]
[ 94188.50045907],[ 75958.08439189],[-32927.75039115]
[ 68239.11469783],[ 11862.97479756],[ 29876.49497896]
[ 83496.97148001],[-53517.05321166],[ 8344.56530309]
[-79364.55979388],[-15935.41865934],[-88939.6804799]
[ 8246.22029199],[ 61703.21836708],[ 77742.82980001]
[ 93038.62739431],[ 60930.53461235],[ 31713.74693823]
[ 77882.41766815],[ 52981.0396146],[-40387.93646162]
[-70028.28422775],[-22508.43620655],[-89665.0304087]
[ 2744.84419179],[ 60941.38178026],[-88864.62513699]
[-48061.95914948],[-60280.11894203],[ 67801.96732805]
[-7321.41922678],[ 71313.68323104],[ 64783.12306101]
[-28114.54663978],[ 30361.97191986],[ 58315.87330571]
[ 67207.76864529],[-78620.79216049],[-41622.34017272]
[ 82445.2052593],[ 64963.24729403],[-71217.84537514]
[ 6633.16377134],[ 14249.73974237],[ 53843.33645965]
[ 69813.42323194],[ 73191.35720375],[ 25738.56460392]
[ 4878.10180448],[-7197.59017459],[-31061.79734321]
[-20292.9020927],[ 42226.72697711],[ 30627.33372925]
[ 80942.11653608],[ 78330.74158496],[-41119.13748883]
[-56935.58172117],[-13948.09590649],[-53440.62279387]
[-8610.87752015],[-41501.71783533],[ 50506.939939]
[-73832.56586743],[-46665.72917572],[ 25637.33140251]
[ 19860.12279953],[ 24140.64162317],[ 1015.47843042]
[-62530.11384866],[-15065.44632296],[-35930.11399819]
[-9853.98358841],[ 26843.66206631],[-11557.29551659]
[ 23942.49816024],[-9449.13952703],[ 29424.15725651]
[ 13461.29403903],[-44736.66949063],[ 32073.84215917]
[-1952.49180348],[-41518.16940959],[ 3781.20628906]
[-20050.3475823],[ 80337.66352334],[-62033.83505048]
[ 62520.74336351],[-47285.25885553],[-61320.95729086]
[-26158.33716646],[-74713.57249553],[ 18718.17799604]
[-69631.92159269],[-92264.59896094],[ 91507.03903308]
[ 82270.15792234],[ 92642.98003092],[-10363.22529527]
[ 4556.3949067],[ 57925.62272482],[ 87508.67692598]
[-21351.66463421],[ 29294.3159645],[ 25374.66889976]
[-73631.38643025],[ 78988.99537421],[ 47282.77783999]
[ 1289.04622218],[ 41787.16664845],[-21831.68698388]
[ 13171.77436466],[-652.61830814],[ 27883.776073]
[-58842.2710236],[-76671.8482249],[-83423.80823967]
[ 69804.63527454],[ 95519.25963271],[ 16349.01345394]
[ 68780.02130984],[-98949.35703924],[-79368.36499574]
[-11488.40410894],[ 41395.15069971],[-85326.14571836]
[ 28747.34770436],[-75749.20136391],[-1031.37573181]
[ 16241.78542923],[ 98115.21355851],[-35395.86216881]
[-33740.59148892],[-51136.96656614],[-13005.53397406]
[-44794.65353208],[-98969.7731076],[-13887.95608614]
[-82258.3400206],[-30890.44786018],[ 39722.35567569]
[-39488.15909427],[ 31124.96706688],[ 44868.25056926]
[-88928.92232649],[-99816.85135475],[ 19859.78745046]
[ 21334.50229898],[ 59234.00607801],[-5939.12007004]
[-18379.73543371],[-40147.37847797],[-13459.76891212]
[ 11991.89116734],[ 91123.52293779],[ 69719.20803487]
[ 87427.59853231],[ 65813.53734497],[-15542.07808659]
[ 3498.8644164],[-72647.0793134],[ 63927.54998269]
[-7847.90746912],[ 43436.78716293],[-35730.30381791]
[-6659.9405344],[ 26256.48558336],[-17365.25268868]
[-26441.10194791],[-78178.38672889],[ 2147.03364952]
[ 83399.63465378],[ 12138.45058026],[ 81906.60719142]
[ 2182.98674679],[-73085.59293001],[ 23654.98657714]
[-99824.62892713],[ 24983.16783884],[-1559.56145455]
[-43795.68846174],[ 2395.92538999],[ 89713.25966896]
[-97140.20311537],[-18162.87646773],[-66974.26795736]
[-84554.40157317],[ 7146.74124626],[ 66022.84750821]
[ 76433.17647243],[-51874.52279081],[-66842.42946391]
[-60744.82638585],[-51629.72884598],[ 22731.49080554]
[-18293.7425552],[-42506.19776248],[ 96973.48301161]
[ 23241.17775798],[-29588.766897],[ 25531.5886455]
[ 31042.29672719],[ 54203.2208476],[-52272.29144568]
[-481.83902147],[ 84830.87237455],[ 21194.45843387]
[-22303.7814832],[-83114.58278861],[ 62682.43678613]
[ 62410.49029332],[ 49614.33492411],[-32856.10672754]
[-36406.60592426],[ 78694.33011798],[-69173.79622422]
[-47597.10336977],[-3995.96034687],[-83131.0263611]
[ 31269.4115089],[-92575.1693248],[ 18173.32364791]
[ 99438.59139881],[ 61560.26745305],[ 93685.38139438]
[ 66062.41054797],[ 59875.74495966],[-88251.77598754]
[ 7125.03016593],[-90792.00710019],[ 92672.95466709]
[ 43604.72852224],[-43724.10530679],[-83119.57616096]
[ 95446.38459295],[ 56445.49444959],[-12209.90259783]
[ 30882.0909078],[ 65451.74424866],[-82572.79471264]
[ 70449.51846355],[ 69804.47817278],[-88441.68665708]
[ 6293.86296641],[-55069.17891652],[-11389.68427548]
[ 25695.25357443],[-53335.83412844],[ 70307.74623179]
[-15292.90321209],[-16820.63303712],[-89005.05458871]
[-78773.82144582],[-36461.4680386],[-39743.49565951]
[ 51532.14229976],[-4096.69144261],[ 65054.59663392]
[-39845.60862721],[-33381.4454464],[ 57138.28106336]
[-99433.5698509],[ 15822.25904044],[ 76936.05872004]
[-74261.40430148],[-36292.05691137],[ 16314.92130013]
[-79734.77206975],[-44317.92678553],[ 72069.40636475]
[ 76581.14999661],[-90418.11856961],[ 57895.13634125]
[ 68867.53591463],[-8803.56300276],[ 93234.07763654]
[ 8713.74872638],[ 7239.54735803],[ 71338.29487685]
[ 81079.46120361],[-93320.15730634],[ 43789.34938848]
[-16098.55479668],[-8917.80818025],[ 97707.66238124]
[-8115.7813581],[-51347.36865271],[ 6445.17406333]
[-53625.6669056],[-27072.39187533],[-30360.24835563]
[-883.75920832],[-26332.27931219],[ 87617.52193777]
[-80789.95043368],[-26547.98502493],[-99866.10030333]
[ 25615.38434584],[-30400.42389996],[-89870.09153242]
[ 31600.33768316],[ 53919.72391774],[-31651.18672607]
[-82599.92479884],[ 79584.8604683],[-63850.27610604]
[ 17656.59405373],[-57444.59541132],[ 7386.45134062]
[-18153.49935221],[ 4447.43873107],[ 3641.48408473]
[ 83991.60370511],[-8651.98391932],[ 66641.34914643]
[ 37521.31864686],[ 61772.98888303],[ 39798.488284]
[ 86346.52101046],[ 98437.47057661],[-83204.81289754]
[ 75308.93109192],[-38519.70852161],[ 17725.11927146]
[-49404.35040804],[-17460.72618529],[-42484.11972905]
[ 51023.22833781],[ 25317.1789687],[-12779.56019643]
[ 884.37065876],[ 83339.69008938],[ 90588.11971479]
[-30825.55017065],[-23408.82084565],[ 48077.58307088]
[ 70785.67616796],[ 58966.63269978],[ 91182.13418445]
[ 51149.74352289],[-44383.10334228],[ 57248.30267969]
[ 2991.26711779],[ 65756.26313941],[-94972.66976077]
[ 94375.52950856],[-51596.00305952],[ 50220.82663627]
[-50672.72064233],[-22087.40320282],[ 62909.30210315]
[-40094.98294625],[ 75662.36596459],[ 57949.62167733]
[ 75043.3345827],[ 71597.38032954],[ 94325.80851465]
[-85847.55088247],[ 2766.34847101],[-45195.86714949]
[ 22505.34714415],[ 16767.89143961],[-55336.84315303]
[-91830.89361606],[ 56689.63426893],[ 20279.03714343]
[-936.69795976],[-11730.68016219],[ 15854.76368897]
[ 30843.76043013],[-26964.62554782],[ 23622.84836088]
[ 89969.44999901],[ 91797.71409929],[-41405.68304406]
[ 98925.02562777],[ 53311.12693017],[ 26840.46818645]
[ 66104.23672765],[-59863.98677231],[ 39179.50005128]
[-3506.534578],[ 18259.44695247],[ 54694.77048568]
[ 30064.47952752],[-38220.13136822],[-6808.80782669]
[ 82100.04797952],[ 31377.97347481],[ 65311.36748144]
[ 9583.30670415],[ 63448.08012339],[ 5044.06590983]
[-60525.00000385],[-37203.72273153],[-9586.35440895]
[-55985.32479188],[ 92879.18123859],[-56728.12051805]
[-60783.67404374],[-8881.37790196],[-79954.064578]
[-26717.00079919],[ 67314.40513097],[ 70272.86916239]
[ 1265.14551695],[-1536.54395538],[ 84588.25657159]
[-58916.17662253],[ 28754.57171184],[ 31349.87499421]
[-73927.47847177],[ 51690.15707017],[ 13792.51435189]
[-60885.1210867],[ 43678.69255789],[-33205.18974716]
[-53327.45510848],[-45225.18479336],[-272.03310568]
[ 51334.87285746],[-33591.51466614],[-62358.77385751]
[ 20235.85509375],[-11955.29117171],[-52988.64737924]
[ 27189.17999093],[-45832.00305608],[ 61672.84085987]
