[ 64752.83540698],[ 82848.72287671],[ 83090.59372433]
[-1328.30207587],[-85514.72525241],[-93559.1186572]
[-25497.2631018],[-40439.59977314],[-44598.3785903]
[ 79564.53713351],[ 27905.87860604],[-56655.29863656]
[ 33544.47213837],[-2112.9801394],[ 27694.70184593]
[ 1552.17309736],[ 57291.02640192],[-77293.46729292]
[ 61028.69197663],[ 49384.25038734],[-26685.66461656]
[-62436.0080541],[ 82700.295732],[ 62169.00568017]
[ 59872.1862118],[ 15206.90728213],[ 12671.98914078]
[-75713.35502562],[ 63964.00519903],[-63440.43132774]
[ 48641.9109377],[-24043.22151068],[-80472.40541447]
[ 56514.19537202],[-16356.02277074],[-97265.86086815]
[ 96560.03170745],[ 5096.368341],[ 794.41479859]
[ 68975.0163359],[-33074.03233137],[ 25733.92205278]
[ 56358.97587926],[ 99624.92479564],[-90031.34446497]
[ 90318.32321961],[-56078.58084432],[-57866.83994777]
[-9432.37194537],[ 63706.65007995],[-17815.35262281]
[ 58678.27033125],[ 1674.52140855],[-52581.22030381]
[ 70020.95519068],[ 61231.71239641],[-81136.42781468]
[-82061.36246155],[-86752.87398176],[-22212.32393675]
[-25907.23653926],[ 586.42375208],[ 56487.59055413]
[ 65802.99337166],[-26484.20170146],[-75876.18741005]
[-31738.15190658],[-83171.0867416],[ 28247.46559007]
[-96655.10386562],[ 88399.67273618],[ 23971.27332901]
[-33688.69794978],[-33211.69466702],[ 58204.76022537]
[-88753.22123122],[ 84902.86870992],[-19472.50541553]
[-55025.67814764],[ 55723.16393287],[ 14378.98420676]
[ 51229.86145289],[-51785.55919951],[-40702.54225966]
[-87650.18241124],[-66151.58513982],[ 88157.18329788]
[-63934.92598379],[ 23229.09755319],[-27102.56779958]
[-11792.04173555],[-27259.48200709],[ 18073.47502742]
[-30650.50454921],[ 99579.71143532],[ 46317.24708368]
[ 12417.07510001],[-48089.43674237],[ 78212.0934565]
[-23820.69648131],[ 12266.97651133],[-33322.74733383]
[ 47674.48887682],[-68476.45821481],[-43963.31749137]
[-42245.03738627],[ 22365.43135768],[-90152.64933286]
[ 31959.23670297],[-92254.59483259],[ 18569.0560615]
[ 85519.81958822],[ 17389.59279374],[ 24344.8252154]
[-52090.99762258],[ 13194.45343241],[ 47198.46587625]
[-15301.72740557],[ 72909.45719136],[ 635.63956617]
[-95094.6649127],[ 97263.42844265],[-32163.6299391]
[-9633.11782533],[ 31317.25082677],[ 97894.57609592]
[-12557.82373259],[ 59971.36502763],[-57058.32259725]
[-1388.76786033],[-94327.20800717],[-84189.03840809]
[ 5574.06162218],[ 62832.24927143],[-22564.79319152]
[ 98336.0647698],[ 34879.80053727],[-29081.35029606]
[ 14003.102346],[-29531.55522394],[-29481.91400228]
[-54693.74983213],[ 8814.49096723],[-13070.24585725]
[ 10231.83050831],[ 68838.03029199],[-1755.27157885]
[-18382.22539883],[ 49120.99491469],[ 37093.70713155]
[-93762.94363675],[ 82958.59362478],[ 67348.26905632]
[-58504.10342496],[-25081.2389994],[ 47979.37542575]
[ 22733.81137713],[-38225.39460381],[-18801.38529211]
[ 77509.92740676],[-14600.9692899],[ 77169.60648269]
[-5162.31850701],[ 41381.86964695],[ 39785.90158742]
[ 97015.69542291],[-66119.8884238],[ 90046.97552783]
[ 68096.66245563],[ 18770.22822082],[-64236.26391386]
[-76045.43500179],[-43642.80035665],[ 32294.74567399]
[ 85845.78479018],[ 75124.94925575],[-45462.335556]
[-21848.12938428],[-61962.27468712],[-7759.96853749]
[-73759.53584266],[ 3202.99991278],[-24153.81934793]
[-54787.939988],[ 44161.6530364],[-76080.75675243]
[ 86951.0010782],[-6667.49702184],[-9538.8007979]
[ 52061.70617297],[ 97286.49758034],[ 67078.86271263]
[-88447.13708718],[ 54739.97867203],[-55327.41058599]
[ 64957.49885738],[-56436.14133813],[-76548.13181906]
[-12012.41060104],[ 41783.32197587],[-5433.84350186]
[-1361.86802845],[-10605.93325653],[ 27900.81903715]
[ 33868.30937863],[-41920.32495202],[-15421.36426904]
[-18439.48398168],[-24415.3451538],[ 18711.90365538]
[ 57427.82597594],[ 24852.92528808],[-74092.85445671]
[ 36399.75249951],[-66596.61531685],[-15095.1708088]
[ 1202.67508485],[ 53724.4207751],[-57470.78913031]
[-40336.86760678],[-64472.19405739],[ 75978.6670196]
[-76876.98160957],[-98392.57106398],[ 92136.06910923]
[-75789.7610748],[ 45393.02523379],[ 62374.38834544]
[-67772.11192634],[-56406.34837758],[ 91953.48127741]
[-97888.65744482],[ 32738.08697202],[ 73606.11813035]
[ 38886.23944606],[ 51829.62461614],[ 94834.85768348]
[ 27805.48711072],[-57303.57126068],[-91784.25377597]
[-4952.58913549],[ 64462.2288773],[ 11626.37829974]
[ 47452.22861579],[ 6148.79147799],[-16817.82066715]
[-44496.81732721],[ 64815.5586656],[ 92946.24902355]
[ 22499.65295965],[ 6586.58416849],[ 75491.00489083]
[ 6765.87768691],[-70256.48579356],[-8615.13975705]
[-867.36034759],[ 12401.0410079],[-48398.40168357]
[ 84128.45977077],[-93226.94090194],[ 17675.52354414]
[-79685.40154927],[ 88698.8703809],[ 2491.19173379]
[-1906.11015581],[-65545.19219536],[ 82007.83135895]
[-6021.64768281],[-5833.85988669],[-12474.87325962]
[ 79559.08925546],[-65257.81899238],[ 42781.05870758]
[-72823.72892257],[ 25670.68006186],[ 38776.36605205]
[ 59524.7954609],[-34018.43679465],[-8152.47282121]
[ 24416.56461154],[-57772.13253901],[ 94329.76565377]
[-97279.38068986],[ 44544.88845627],[ 32738.88995136]
[-18186.20412101],[-45674.55443683],[-17796.68997299]
[ 7535.32785946],[-52981.86909662],[ 83514.56033355]
[ 6186.11284499],[ 9867.00448856],[-24707.92129262]
[-55004.0102046],[-1732.57358809],[-14045.63787518]
[-89983.80038528],[ 19787.85670498],[ 48410.17908589]
[-65924.04577778],[ 66412.7099327],[-4474.68933211]
[-29592.16692168],[-43488.24089552],[-23374.1363535]
[-83220.46779113],[-15693.06030921],[ 77551.19015131]
[-46154.45776215],[-46017.52814824],[ 48474.117017]
[ 11806.41470846],[-85663.31741403],[ 9419.17216229]
[-26021.77551133],[ 21958.12465844],[-87197.66638526]
[ 56720.2234816],[-39609.46592872],[-83631.56203588]
[-53936.06226225],[ 44845.77989054],[-60118.45987901]
[-65694.35699962],[ 35143.74369515],[ 71771.64535095]
[ 1459.33330982],[-41028.99554763],[ 36649.55156467]
[ 90770.58162719],[ 22603.17057283],[ 99862.1020359]
[-98168.45473545],[ 58949.56020198],[ 28412.29693112]
[-85911.37620998],[ 99318.36135383],[ 48316.47410856]
[-41485.71022676],[-10022.09122533],[-35402.86054229]
[ 40067.03167915],[-6758.09138582],[-42645.41687653]
[-96976.66237855],[-96306.4292721],[-21376.39690157]
[ 92467.57537533],[ 88971.89389507],[-7278.60950067]
[ 61105.18932859],[ 42185.24094717],[-10136.42103118]
[-17627.55390808],[-10375.17289477],[ 89891.59147516]
[ 86045.66275296],[ 87572.1797138],[-26668.98131719]
[ 67219.1867372],[-41174.2157433],[-19318.80374812]
[ 15516.45379621],[-98823.59143979],[ 20928.21787313]
[ 26682.64157113],[-79750.76261671],[-48009.93671259]
[-9528.50625985],[-47628.57578069],[ 20354.80855463]
[-22940.57259166],[-36839.65753449],[-14042.81765799]
[-71909.3796269],[ 66072.71739149],[ 88881.10253412]
[ 77534.29898161],[ 47252.94119673],[-41442.65449888]
[ 63065.1217252],[-54963.75469787],[ 3133.36233432]
[ 22025.37541433],[ 26594.86744123],[-55792.79076543]
[-59068.86845403],[ 60836.4862409],[-97011.26852118]
[-72964.64561578],[-73391.80874866],[-21721.27114495]
[ 73625.54437644],[-65872.11334146],[-18959.67402595]
[-14796.12719504],[-41089.25022463],[-35865.4314341]
[-62392.33645224],[-22622.99495387],[ 91895.44683862]
[ 75986.06276574],[ 71826.28329424],[ 79495.64343159]
[-87334.80104981],[ 2199.40788938],[ 62581.85376972]
[ 68181.91867823],[ 44867.21641241],[-3768.60491977]
[-27040.269598],[-91300.17537766],[ 33779.43743943]
[-81027.49865153],[-28847.09271282],[ 1971.57059878]
[ 14179.47749312],[-69520.62434227],[ 1644.90711228]
[ 26355.2487548],[ 4952.5877447],[-42271.81600452]
[-52454.12932161],[ 36705.06765831],[ 15429.04963679]
[-65126.34177755],[-85796.11304494],[ 50700.1044669]
[-53802.60801813],[ 56538.17787121],[-58239.77343143]
[ 74577.65091807],[-93046.34227564],[-24597.57490279]
[-60140.26417962],[ 7979.42219904],[ 50676.99897476]
[ 33939.52371641],[-37871.13432674],[-96255.87357966]
[-48109.80564763],[ 22238.22106723],[ 54652.39432969]
[ 4463.48014262],[-66760.55696791],[-69681.37147861]
[ 35597.49504817],[ 38731.82863672],[-78273.71584184]
[ 85409.83454934],[-52598.21264397],[ 24924.68030208]
[ 65642.20520265],[ 89617.96179278],[ 47487.26333525]
[ 44657.47059134],[ 81999.92215835],[-17574.17744047]
[-68103.38079038],[ 61029.99992629],[-62579.89110737]
[ 50903.12681074],[ 62627.63275843],[ 71303.43369603]
[-52002.94280193],[-30057.12474982],[-51240.29570525]
[ 6031.74771795],[ 92800.39797827],[ 60206.32044429]
[ 53015.19093775],[ 24896.81054613],[ 56647.85002658]
[-14530.22359188],[ 78600.78797035],[ 43600.74040616]
[ 51138.24374009],[-78242.24315093],[-70377.84339011]
[-95838.13378447],[ 64945.00296006],[-47125.36860191]
[ 14259.9768998],[ 2159.47372997],[ 80257.71536824]
[-69821.16311898],[ 63029.99162671],[ 78928.11726674]
[-83361.27989522],[-60864.34318207],[ 24068.51525052]
[-71488.95448529],[-47176.94564269],[-77046.31559247]
[-14358.28246645],[ 86413.87379304],[-63258.40166324]
[ 74948.50006362],[ 61411.66338021],[ 40473.22887977]
[-70125.84908335],[-73065.49769917],[ 13566.32133676]
[-83983.67815046],[-34340.73883533],[-97437.52601995]
[-62477.48305381],[ 33624.18831426],[-23456.61365619]
[-27507.4658226],[ 90337.40829099],[-6018.96104427]
[-84680.31348807],[ 36518.64285547],[ 97169.92567073]
[ 12250.29752622],[ 85325.67100179],[-66717.43471238]
[-3271.30685535],[ 21787.47836926],[-80017.2686289]
[ 14688.00288032],[ 19780.51155591],[-29734.73674331]
[-78262.06688902],[ 48223.98189408],[-13116.92625116]
[-2607.53563198],[-39453.33082243],[-31253.96034169]
[-26184.53696715],[ 41919.5779379],[-16602.06817551]
[-40773.18137434],[ 57872.89297252],[-21864.70474995]
[ 89985.81841341],[ 77678.87192604],[-53398.65557638]
[-97736.77291449],[-89819.68514564],[-36521.19301323]
[ 38109.95563412],[ 21233.22912028],[-56700.8477642]
[ 61287.35316691],[ 82078.73697891],[-13630.67829126]
[ 14045.05337615],[ 4401.16989507],[-74028.34835442]
[ 11085.95387743],[ 26921.84911366],[-39584.62393961]
[ 56182.96951709],[ 38732.10271172],[-4487.04700995]
[-96972.72935402],[-76831.70523863],[-70399.14795535]
[-92394.15918369],[ 3888.34831883],[-30712.54522647]
[ 1448.58348483],[ 86391.33190921],[-19814.59190453]
[-73367.11670073],[ 60901.19799657],[-53743.0517272]
[ 68266.77832542],[-83124.52131612],[ 57309.52504937]
[-12674.78827198],[ 43959.66551679],[ 75809.65104628]
[-97609.95292081],[-8463.90956245],[ 11762.73980316]
[ 16531.18228283],[ 82058.86441002],[-3976.05118397]
[-4149.45123871],[ 19762.71648807],[-51924.84952192]
[ 53500.8207989],[ 11374.96504162],[ 52428.40380491]
[ 30918.42992188],[-61856.9933915],[ 77321.59374758]
[ 35453.00614177],[ 94710.00063376],[ 30953.60380615]
[-17715.03328845],[-41868.07183876],[ 42476.18100784]
[-81050.57526187],[-55272.64256876],[-77803.78845429]
[ 54864.34393204],[-40725.01697222],[-33959.04560972]
[ 47195.02753088],[ 17335.98651138],[ 5588.65145924]
[-62630.29577479],[ 92794.29831477],[-34770.11930101]
[-24811.22799614],[-14346.40049188],[-59618.65126239]
[ 63177.57688279],[ 95283.94131072],[ 41270.09532767]
[ 87181.98972443],[-39912.53577978],[-92597.8590094]
[-54069.12464213],[-3584.03057551],[ 54205.5761439]
[ 40631.74676448],[ 56015.53045457],[ 48845.52350046]
[-2518.886216],[-66914.43358092],[ 28683.31499946]
[ 3874.66684273],[ 8108.05767825],[ 75618.66776954]
[-89417.10000944],[-58585.10514238],[-71756.52246249]
[ 67891.99761248],[ 22754.8802488],[ 10719.70293157]
[ 63107.58856838],[-19966.27624005],[ 21962.20659253]
[-51113.01215014],[-59987.07279622],[ 49831.92748431]
[-41350.49443743],[ 24518.15669713],[-24071.42991138]
[ 58151.35251652],[-18593.89151497],[-45772.8571796]
[ 24832.81471943],[ 12397.88067549],[-38509.97039274]
[-98118.05383306],[ 99932.88155452],[-1794.11192436]
[-95710.15758811],[-57581.43945386],[ 53897.48264932]
[ 86354.2312349],[-42702.23677899],[ 62662.08904652]
[ 53488.20942127],[-74791.06730487],[-42931.54822151]
[ 57241.73838018],[ 57978.54872633],[ 531.88324209]
[ 6577.4476208],[-15749.41832831],[ 11823.84195713]
[-37021.06642282],[-95302.45710607],[ 24730.42059954]
[ 66654.64550476],[ 96643.01001652],[ 59933.94816564]
[ 59139.35963106],[-84050.14845123],[-1413.68149903]
[ 3348.66111299],[ 53043.6574192],[-89731.30933591]
[ 80652.26761826],[-34412.10356848],[-54898.69702672]
[ 56125.62181027],[ 66788.79342824],[-78871.89280799]
[ 4183.19462385],[ 41063.61767857],[-49946.6753365]
[-90749.54401663],[ 82939.86426278],[-31250.15188834]
[ 71341.25984972],[-7731.78362311],[-32142.46753195]
[ 35615.82250161],[ 59061.7466561],[ 38124.862861]
[ 74626.87502505],[ 37808.17278151],[-45487.95472333]
[ 76857.64228936],[-17018.99331441],[-15922.43492874]
[-68790.61747619],[ 27448.94524004],[ 73998.23066367]
[ 3738.17209159],[ 89902.6814314],[ 10217.8362987]
[-12261.60077969],[-11070.99341431],[ 20296.80509462]
[ 69903.23456582],[ 53345.94162492],[ 80454.12590412]
[ 246.39886774],[-97722.14475829],[-68660.36375038]
[ 58965.62125354],[-31429.31048467],[ 81736.45893826]
[ 18322.92737195],[-39247.69925493],[-15071.2451225]
[ 84933.41162394],[-83110.30786947],[ 56811.57327853]
[ 5905.96055712],[-76118.03569041],[-69351.49638809]
[-70110.50502091],[ 62895.93325193],[ 78761.77345271]
[-3394.88812041],[ 32361.2353365],[-61091.91988851]
[ 14042.1027532],[-38347.50716477],[ 12601.43493045]
[ 10140.54277984],[-93770.46835102],[ 85521.14472648]
[ 39121.86681875],[ 30444.28135828],[ 55588.51901491]
[-1498.80499513],[-79688.77886604],[ 26409.56873721]
[-9438.29466093],[ 26200.08356075],[-8958.18461708]
[-15654.0293916],[ 72603.583511],[ 24046.70239155]
[-65958.24160856],[ 88641.59011702],[ 32979.71056096]
[-81455.70817492],[-8985.17773411],[-57252.5263073]
[ 81168.76039193],[-43370.77863324],[ 57918.06851491]
[-45476.03458169],[-18444.81287742],[ 39371.64323222]
[-14172.13036769],[ 75475.40134523],[ 29715.45531183]
[-8218.38068649],[-50931.63409945],[-55864.17658159]
[-64825.27165284],[-48784.99618213],[ 24957.31340272]
[-26250.52444943],[-92120.83877704],[ 8617.84079939]
[-10174.33060041],[ 41913.2378879],[-30838.39281845]
[ 75714.10637669],[-15285.73007998],[ 50264.68421819]
[-8947.74415486],[-55400.35956902],[ 101.93121908]
[-44758.80820362],[-38014.22936686],[ 11493.62089446]
[ 13551.02625041],[ 54760.52310209],[-6278.4024499]
[ 68398.73940422],[ 48141.9754643],[-28504.99724403]
[ 76604.36284475],[ 30866.74694081],[ 63888.06071357]
[ 31633.55255706],[ 87953.71104529],[-39721.60608444]
[-30439.84133837],[ 84904.97183956],[ 79813.63878612]
[ 76039.55404047],[-65956.85733656],[ 22895.86415437]
[-17009.29806511],[-88352.10237532],[-97002.73299433]
[ 87994.56998758],[ 79908.4869375],[ 81339.15877161]
[ 50342.27326587],[-58893.34145937],[ 93011.50599534]
[-74794.23392267],[-71127.571587],[-62122.96612432]
[-90845.79011533],[-12008.77084607],[-63369.96868888]
[ 1403.65273656],[-95973.13857957],[ 21625.9389422]
[-87748.27757323],[ 71091.88326841],[ 42845.36255376]
[ 50586.67700488],[ 93734.40045874],[ 62611.81233082]
[-14628.1868703],[ 54517.03690052],[ 31307.5960158]
[-31793.69536529],[-72638.82497786],[-72861.776846]
[ 84325.84676195],[ 49841.88053509],[-60313.19960259]
[ 59367.71740699],[ 34459.97768619],[ 59341.1737924]
[ 52828.11823205],[-91190.93337755],[ 38885.15540242]
[ 42975.19783304],[ 16791.45889531],[-66862.16355589]
[-77475.66767696],[ 71650.47976542],[-41398.23206134]
[ 73205.59505641],[-20285.70082907],[-57378.92578098]
[-85260.16145083],[ 27261.33077405],[-96384.55961789]
[-97185.67441551],[ 64524.29152237],[-60038.27655413]
[ 19667.74528509],[ 82402.53912401],[ 68269.3249658]
[-9470.17384343],[-89983.00744692],[-84545.7112354]
[-43261.12297264],[ 65477.81742401],[ 69573.72133989]
[ 46511.99691159],[-88147.86455202],[ 79253.87745999]
[ 72844.2993901],[-52985.106213],[-80476.09212674]
[ 33587.26530306],[-43014.96424322],[ 77239.57861857]
[-49082.68326623],[ 24153.56757564],[ 10794.33399181]
[-26667.91702342],[ 56759.15627263],[-99498.83553356]
[-54190.31869161],[-45322.0620322],[-83263.80499682]
[-99044.29397745],[ 45908.08950047],[-37913.77488849]
[ 35461.1167428],[ 8561.07664643],[ 27953.75177749]
[ 18353.88092241],[ 13978.21742184],[ 16032.51929269]
[ 98907.16282441],[-50593.59976446],[ 34870.28110526]
[ 22281.42901796],[ 42834.20941604],[-62911.90902382]
[-38134.73127208],[-47213.50408646],[-14026.34196158]
[ 71253.09168003],[-20672.5876589],[-89086.21130273]
[-87504.19677729],[ 8341.13287728],[-74943.68262718]
[ 41458.66810529],[-12346.27978844],[-994.33366865]
[ 1014.94554285],[ 12553.96900075],[ 31611.83724576]
[-17477.9410388],[ 36936.12268922],[ 13184.2154398]
[ 83279.63484823],[-75088.55773272],[-97385.68518016]
[ 21386.57828342],[-43882.14353629],[ 88039.87144863]
[ 2774.69220618],[-38693.72318343],[ 56934.34191768]
[ 28394.86721004],[ 8436.72385026],[ 48971.26205795]
[-81646.20148197],[-89398.29033787],[ 8987.41533658]
[-14011.29257415],[ 49561.50446687],[ 33692.50247961]
[ 82971.72122284],[-63737.39048722],[-35776.27333005]
[ 54534.53795863],[-85951.88964044],[ 86286.79092535]
[ 70172.27385271],[ 2645.45607794],[ 3050.2962981]
[-27858.61773775],[-58113.77543919],[ 1929.54189689]
[ 87079.05515111],[-34851.41775276],[ 42944.74865987]
[-40801.63932011],[-44091.17356877],[-60586.8883986]
[ 66367.63668248],[-57669.74928118],[-60568.5038638]
[ 51773.17365955],[-15283.11576567],[ 70506.28053251]
[ 95929.56995815],[ 21509.35117962],[-16136.81396802]
[ 66079.85698457],[ 48620.6642465],[ 61946.3714354]
[-98481.96213274],[-16949.33468293],[ 59834.73334318]
[ 57840.44883772],[ 20276.26095154],[ 53469.11809542]
[ 27770.52898384],[ 34521.03116913],[ 5552.08309689]
[ 18188.89170731],[ 20970.76384182],[ 36323.6965294]
[-4645.22065701],[-92314.28538634],[-60737.36983373]
[-46620.79679589],[-11939.32530994],[-36578.93927684]
[-83905.01120757],[ 73199.37046181],[-44773.13764495]
[ 2795.94441837],[-90601.79108336],[-70922.18046187]
[-56930.601384],[-85554.68243027],[ 63335.93885389]
[-90159.4937276],[-42489.17935037],[ 59294.12030029]
[ 32496.48352001],[ 77730.66318487],[ 47885.26744304]
[ 56733.31596997],[ 93792.58553983],[-88507.12813035]
[ 50010.25999923],[-27527.17164177],[-26621.11806349]
[ 18610.00282797],[ 60270.16557413],[-83294.89654081]
[ 55513.59884723],[ 10045.70857491],[-68195.63665491]
[-86049.72784843],[-79631.22230641],[ 7800.3531431]
[-16032.27355243],[ 30066.54373931],[-32592.14090896]
[ 29200.43495799],[ 87091.35982347],[-3849.34810827]
[ 23164.30724424],[ 72698.64327478],[-98974.9363399]
[ 5142.05725439],[ 14966.01426508],[ 52169.52111776]
[ 63309.69280295],[-84019.14080574],[-23967.83977204]
[ 79241.74897065],[-75555.80697769],[ 69617.94488401]
[ 71664.11982811],[-58568.13727609],[ 25929.72147604]
[-85237.34369053],[ 14658.13903317],[-30603.30320454]
[-48358.63496556],[ 8863.11030946],[ 97676.1084203]
[-85108.95410717],[-9273.19735611],[ 60551.12291007]
[ 91754.10477199],[ 68345.24592332],[-46140.00475853]
[-1162.68547219],[-75725.04662114],[ 24189.94641664]
[ 30232.8933235],[-30695.80913823],[-57641.9209859]
[-9217.21030184],[ 35383.11036811],[-56471.96191925]
[-19378.9287557],[-65231.66046687],[-41030.0154156]
[-53233.53896664],[-19932.20548462],[ 24988.30836172]
[-39222.1544663],[ 17367.46221862],[ 99002.81368615]
[ 25996.10294988],[ 83780.15564106],[-27191.67304025]
[ 76879.76078067],[-94465.66107283],[-17278.49133785]
[-67526.32665096],[ 12030.43576254],[-66205.32922031]
[ 95381.21258219],[ 21476.34159377],[-92533.12559324]
[-23064.70722403],[-6072.58848501],[ 65976.55125566]
[ 56722.71018311],[ 62350.36320898],[-41731.24780117]
[-34540.78371638],[ 98414.11254342],[-83736.01352672]
[-4442.03670132],[-42072.29076174],[ 58327.12934746]
[ 25949.7293675],[-41496.77299064],[-77246.6806889]
[-90508.74174634],[ 84138.08945925],[ 67999.40401002]
[-45661.87338537],[ 41196.05908507],[ 22071.55488324]
[-22818.37116856],[ 2093.03813163],[-17699.15954129]
[-18216.12749995],[-51881.16692478],[ 78950.92537182]
[ 84457.90653995],[ 18683.8051297],[ 36678.79579983]
[-81184.45879601],[-69002.80116056],[-84401.52025327]
